Gene	Symbol	C1-1 NTR	C1-2 NTR	C2-1 NTR	C2-2 NTR	C3-1 NTR	C3-2 NTR	C4-1 NTR	C4-2 NTR	O1-1 NTR	O1-2 NTR	O2-1 NTR	O2-2 NTR	O3-1 NTR	O3-2 NTR	O4-1 NTR	O4-2 NTR	O5-1 NTR	O5-2 NTR	O6-1 NTR	O6-2 NTR
ENSG00000070540	WIPI1	0.0545	0.0276	0.0763	0.0814	0.0353	0.0119	0.1215	0.0831	0.2857	0.4419	0.34	0.3362	0.2175	0.2946	0.2401	0.1107	0.1412	0.1786	0.0162	0.0253
ENSG00000080824	HSP90AA1	0.0156	0.0177	0.0195	0.0182	0.0237	0.0208	0.0252	0.0262	0.1637	0.162	0.1612	0.1655	0.171	0.1203	0.0599	0.0434	0.0524	0.0745	0.0346	0.035
ENSG00000080823	MOK	0.124	0.4594	0.138	0.2294	0.1778	0.1229	0.2295	0.195	0.5658	0.468	0.45	0.3168	0.5005	0.3464	0.2283	0.4326	0.2467	0.2352	0.185	0.1031
ENSG00000101335	MYL9	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0.0052	0	0	0.0134	0	0	NaN	NaN	NaN	NaN	NaN	0
ENSG00000118707	TGIF2	0.5435	0.2878	0.263	0.2705	0.2467	0.1224	0.374	0.3055	0.8653	0.8398	0.7767	0.8995	0.8853	0.7348	0.4734	0.4007	0.3672	0.5295	0.3432	0.1823
ENSG00000259399	TGIF2-RAB5IF	0.1401	0.0195	0.0741	0.0933	0.0724	0.0334	0.0978	0.0569	0.4117	0.3803	0.3719	0.3391	0.3505	0.2487	0.1292	0.0702	0.1233	0.1197	0.0604	0.0583
ENSG00000101331	CCM2L	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1254	1
ENSG00000101336	HCK	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.337	0.4457	0.7356	0.6205	1	NaN	NaN	NaN	0	0	0
ENSG00000101337	TM9SF4	0.1218	0.0788	0.0565	0.0781	0.0543	0.0498	0.0763	0.067	0.4562	0.4435	0.5119	0.4484	0.4272	0.3725	0.2223	0.1538	0.188	0.2313	0.0775	0.0663
ENSG00000101346	POFUT1	0.1332	0.1087	0.1884	0.2308	0.1257	0.1174	0.1607	0.1897	0.6617	0.6363	0.6101	0.6768	0.6126	0.5544	0.3801	0.2862	0.3234	0.3779	0.0865	0.1037
ENSG00000101350	KIF3B	0.3567	0.3695	0.3465	0.3048	0.13	0.1857	0.3249	0.2341	0.725	0.7205	0.679	0.6832	0.6949	0.5995	0.5499	0.3348	0.3531	0.6239	0.2292	0.1987
ENSG00000224420	ADM5	0.4264	0.5553	0.7278	0.46	0.2636	0.3804	0.1706	0.5507	0.8132	0.7568	0.9113	0.6373	0.8155	1	0.8707	0.855	0.4841	0.8856	0.6063	0.7218
ENSG00000169169	CPT1C	NaN	NaN	NaN	NaN	0.5476	NaN	0.1051	1	NaN	NaN	NaN	NaN	1	NaN	0	0	NaN	0.6089	0.662	1
ENSG00000196961	AP2A1	0.0479	0.0533	0.0549	0.0576	0.063	0.0467	0.064	0.068	0.2652	0.2566	0.2723	0.2435	0.194	0.1373	0.1379	0.1076	0.1102	0.1757	0.0487	0.0372
ENSG00000104973	MED25	0.09	0.0891	0.1018	0.1124	0.0889	0.0969	0.1015	0.116	0.3413	0.3199	0.3188	0.3262	0.2992	0.2775	0.2005	0.1685	0.161	0.2094	0.075	0.0627
ENSG00000104960	PTOV1	0.0422	0.0654	0.0595	0.0501	0.0656	0.0531	0.0606	0.0651	0.1265	0.1641	0.1752	0.1621	0.1448	0.1125	0.107	0.0986	0.1095	0.119	0.0516	0.0504
ENSG00000088320	REM1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000101294	HM13	0.0556	0.0629	0.078	0.0716	0.0685	0.063	0.0558	0.0901	0.2522	0.2584	0.2483	0.2554	0.2881	0.2551	0.1829	0.1162	0.1291	0.1656	0.0928	0.0837
ENSG00000101898	MCTS2	0	0.0742	0.467	0.289	0.1274	0.1297	0.2075	0.0743	0.5456	0.8458	0.6771	0.5222	0.3841	0.867	0.4553	0.2802	0.19	0.3022	0.1282	0.2637
ENSG00000125968	ID1	0.6805	0.642	0.6199	0.5787	0.8781	0.9156	0.9862	0.8692	0.9794	0.8566	0.9475	0.9437	0.6624	0.6035	0.9279	0.9672	0.8958	0.9133	0.5091	0.5328
ENSG00000053438	NNAT	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	0	NaN
ENSG00000132792	CTNNBL1	0.0171	0.032	0.0505	0.0166	0.0202	0.033	0.0212	0.0305	0.1715	0.1671	0.1572	0.1748	0.1631	0.1044	0.0873	0.0657	0.0479	0.0927	0.0673	0.0473
ENSG00000132821	VSTM2L	NaN	NaN	1	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	0.3311	NaN	0
ENSG00000101413	RPRD1B	0.2725	0.242	0.2869	0.2618	0.2428	0.239	0.381	0.2518	0.8147	0.8251	0.7431	0.8219	0.7088	0.6779	0.5022	0.4884	0.5225	0.6175	0.2186	0.2662
ENSG00000101425	BPI	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.2718	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0
ENSG00000124203	ZNF831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.5066
ENSG00000087495	PHACTR3	NaN	0	0	0	0	0.3566	NaN	0	1	NaN	NaN	0.2174	0.1866	1	0	0	NaN	0	NaN	0
ENSG00000196227	FAM217B	0.1733	0.283	0.2458	0.2915	0.3765	0.4524	0.5032	0.4967	0.8601	0.8966	0.8443	0.8724	0.8781	0.8924	0.7436	0.7815	0.5549	0.8592	0.1914	0.0549
ENSG00000124215	CDH26	0	0	0	0.6385	0	0	0.6667	NaN	0	0.177	0	0.2536	0.1534	0.4531	0.3652	NaN	0	0	NaN	0
ENSG00000105205	CLC	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.1296	0.1227	0.1162	0.1226	0.1208	0.0955	NaN	NaN	NaN	0	NaN	NaN
ENSG00000105204	DYRK1B	0.85	0.764	0.7532	0.6987	0.7682	0.7661	0.7914	0.8176	0.8824	0.8899	0.9285	0.939	0.8024	0.7553	0.7815	0.7383	0.772	0.8334	0.3742	0.4237
ENSG00000291312		0.5305	0.6619	0.5911	0.6979	0.9159	0.8253	0.9232	0.8499	0.8857	1	1	0.9327	0.9041	0.6125	0.7825	0.7007	0.796	0.8289	0.5684	0.373
ENSG00000105202	FBL	0.0159	0.0086	0.0139	0.0103	0.0176	0.0109	0.0183	0.0206	0.0987	0.0709	0.0953	0.0764	0.0903	0.0588	0.0374	0.0308	0.021	0.0395	0.0329	0.0298
ENSG00000275395	FCGBP	NaN	0	0.8682	0	0	0	1	0	0	NaN	NaN	1	1	0	1	0	NaN	0.3688	0	0
ENSG00000149488	TMC2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0.427	NaN	NaN	0	NaN	NaN	0	NaN
ENSG00000167281	RBFOX3	NaN	0	0	0	NaN	NaN	NaN	NaN	0	NaN	0	0	0.2789	0	0	NaN	0	0	0	0.0405
ENSG00000141570	CBX8	0.5982	0.5958	0.5865	0.5713	0.539	0.6129	0.6422	0.7418	0.9578	0.9285	0.8791	1	1	0.8627	0.716	0.7238	0.7908	0.8019	0.4726	0.543
ENSG00000141582	CBX4	0.8946	0.9461	0.887	0.8523	0.9799	0.9683	0.9352	0.9532	0.9094	0.9314	0.9124	0.9335	0.7603	0.7653	0.9217	0.9088	0.8696	0.8942	0.5538	0.6082
ENSG00000167291	TBC1D16	0	0	0	0	0	0	0.2124	0	0.4631	0.3297	0.5204	0.0451	0.1898	0.1424	0.3346	0.128	0.0596	0.2211	0.1598	0.2669
ENSG00000141543	EIF4A3	0.1577	0.2173	0.2372	0.2323	0.134	0.1184	0.1717	0.173	0.4689	0.4518	0.5045	0.4787	0.4894	0.3871	0.3386	0.3137	0.3829	0.4703	0.2236	0.2157
ENSG00000119541	VPS4B	0.6163	0.4507	0.4282	0.3977	0.5152	0.4863	0.5673	0.3892	0.8965	0.8755	0.9096	0.845	0.7252	0.7291	0.6447	0.7733	0.5817	0.7225	0.174	0.2038
ENSG00000071991	CDH19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000171451	DSEL	0.0588	0.5084	0.6667	0	0	NaN	0	0.6447	0.1946	0.6393	0.6199	0.7347	0.3365	0.3665	0.5801	0.5116	0.5707	0.468	0.22	0.1814
ENSG00000134758	RNF138	0.0606	0.0769	0.1085	0.0813	0.0768	0.0749	0.124	0.1148	0.4781	0.4724	0.4251	0.4689	0.4082	0.3087	0.1972	0.1774	0.1484	0.2322	0.0569	0.0531
ENSG00000141434	MEP1B	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0	NaN	1	NaN	1	0	NaN	0	0.5441	0	NaN
ENSG00000141431	ASXL3	1	0.7732	0.6422	0.5956	0.8354	0.6217	0.87	0.8315	NaN	NaN	NaN	0	NaN	NaN	0.9445	0	0.138	0.8554	0.6878	0.7365
ENSG00000134769	DTNA	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	1	NaN	0.5011	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000166974	MAPRE2	0.0768	0.071	0.063	0.0562	0.0776	0.076	0.0423	0.0673	0.2974	0.2954	0.303	0.292	0.2973	0.2333	0.231	0.1282	0.1989	0.269	0.0674	0.0591
ENSG00000182853	VMO1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	1	NaN	0
ENSG00000262165	C17orf114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0508	NaN	NaN	NaN	NaN
ENSG00000108556	CHRNE	0.0015	0.0381	0	0	0	0	0.0053	0	0	0.095	0.2344	0	0.0588	0	0.0269	0	0.024	0.1122	0.0022	0.0241
ENSG00000108528	SLC25A11	0.1282	0.0724	0.1058	0.072	0.1056	0.0717	0.1054	0.0836	0.3097	0.3697	0.4014	0.3534	0.3691	0.2781	0.1413	0.1095	0.1254	0.1826	0.0693	0.0435
ENSG00000108518	PFN1	0.039	0.0321	0.0306	0.0252	0.0377	0.0371	0.0394	0.0386	0.1064	0.1002	0.1086	0.1003	0.107	0.0824	0.068	0.0495	0.0661	0.0882	0.0505	0.055
ENSG00000170100	ZNF778	0.2617	0.229	0.2955	0.3477	0.3114	0.3097	0.3703	0.3743	0.8723	0.7679	0.7373	0.8548	0.8466	0.8628	0.5872	0.4084	0.4397	0.5428	0.2207	0.3341
ENSG00000197912	SPG7	0.1404	0.1233	0.1353	0.1515	0.1358	0.1299	0.1079	0.1719	0.3876	0.4397	0.4361	0.3757	0.4513	0.4708	0.29	0.3374	0.2282	0.3282	0.2132	0.2381
ENSG00000167526	RPL13	0.0192	0.0199	0.0172	0.0159	0.0282	0.0321	0.0315	0.0308	0.0761	0.0711	0.0771	0.0746	0.0829	0.064	0.0371	0.0379	0.0392	0.0448	0.0421	0.038
ENSG00000178773	CPNE7	0	0.0082	0	0	0	0.06	0.0194	0	NaN	NaN	NaN	NaN	NaN	1	0.0748	0.0501	0.2956	0.0869	0.047	0
ENSG00000015413	DPEP1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN
ENSG00000111737	RAB35	0.444	0.5108	0.5234	0.4564	0.3898	0.4337	0.4669	0.4575	0.7467	0.802	0.8128	0.7734	0.6776	0.6344	0.6376	0.6212	0.5285	0.6664	0.2269	0.2073
ENSG00000089154	GCN1	0.0738	0.0829	0.0769	0.0805	0.0605	0.0696	0.0875	0.0864	0.2805	0.2904	0.3168	0.3199	0.2768	0.2221	0.1566	0.1222	0.1209	0.1962	0.1194	0.1062
ENSG00000089157	RPLP0	0.0116	0.0108	0.0102	0.0086	0.0159	0.017	0.0177	0.0176	0.0576	0.0549	0.0595	0.0559	0.0605	0.0418	0.0237	0.0206	0.0236	0.0322	0.023	0.0215
ENSG00000089159	PXN	0.1209	0.1152	0.1267	0.1365	0.0959	0.0608	0.0742	0.0848	0.2803	0.2683	0.2655	0.218	0.2463	0.2292	0.2052	0.0409	0.094	0.1695	0.053	0.0675
ENSG00000170890	PLA2G1B	0	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN
ENSG00000141665	FBXO15	0	0	0	0	0	0	NaN	0	0	NaN	0	0	0	0	0	0	NaN	0	0	0
ENSG00000166347	CYB5A	0.0303	0.0508	0.0386	0.0575	0.0224	0.0339	0.0446	0.0101	0.3034	0.3348	0.2312	0.2623	0.2258	0.2059	0.0902	0.1131	0.1318	0.1481	0.0088	0.0083
ENSG00000180011	PTGR3	0.1753	0.2377	0.2336	0.2836	0.0996	0.1032	0.1074	0.1343	0.7275	0.7515	0.6951	0.7368	0.6362	0.5908	0.3753	0.3433	0.2157	0.3378	0.1548	0.1297
ENSG00000121104	FAM117A	0.2925	0.3013	0.2938	0.3226	0.273	0.2948	0.3306	0.3605	0.8555	0.8538	0.8543	0.8742	0.5165	0.4766	0.5139	0.4624	0.436	0.5081	0.0547	0.0586
ENSG00000234289	H2BC12L	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000160208	RRP1B	0.191	0.102	0.23	0.1909	0.1625	0.1181	0.1409	0.1542	0.5884	0.5371	0.4856	0.5561	0.4402	0.3615	0.2824	0.3088	0.2907	0.3565	0.1091	0.1043
ENSG00000160209	PDXK	0.0889	0.1016	0.1013	0.082	0.1018	0.0851	0.1045	0.1242	0.3799	0.4089	0.4206	0.3749	0.397	0.3678	0.1873	0.2026	0.1981	0.223	0.094	0.0678
ENSG00000160214	RRP1	0.169	0.1206	0.2072	0.1804	0.125	0.1814	0.1323	0.1478	0.6409	0.5606	0.6026	0.6232	0.5353	0.5102	0.2623	0.1957	0.2573	0.2882	0.107	0.0792
ENSG00000160216	AGPAT3	0.1064	0.1075	0.1088	0.0935	0.0995	0.084	0.0936	0.0881	0.4639	0.4335	0.3931	0.3972	0.3996	0.3252	0.2455	0.1969	0.2223	0.2727	0.0645	0.0831
ENSG00000008735	MAPK8IP2	0	0.2553	0.8301	0.0385	NaN	0	NaN	0	0	0	0.2218	0.224	0.8207	0.2534	0	0	0	0.1989	0	0
ENSG00000251322	SHANK3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3362	0.3203	0.271	0.2508	0.1263	0.2594	NaN	1	NaN	NaN	NaN	NaN
ENSG00000169635	HIC2	0.8455	0.8404	0.844	0.8374	0.8942	0.8731	0.9195	0.8771	0.9431	0.9531	0.9394	0.9755	0.7688	0.7528	0.8781	0.8594	0.9271	0.8988	0.3291	0.4206
ENSG00000206140	TMEM191C	0	NaN	0	0	NaN	0.5566	0	1	0	0	0.8048	0.9163	0.2748	0.077	NaN	1	0.3082	0.8045	0.4102	1
ENSG00000185651	UBE2L3	0.1315	0.1663	0.1916	0.1752	0.1051	0.1306	0.125	0.1494	0.3993	0.4491	0.3755	0.3894	0.3975	0.2963	0.2949	0.2388	0.212	0.2436	0.0783	0.1073
ENSG00000161180	CCDC116	0.1356	0.9715	0.1855	0.7859	1	1	0.2311	0.5786	0.9465	1	1	1	0.978	1	0.5492	0.5027	1	0.7795	0.4933	0.9352
ENSG00000128228	SDF2L1	0.0957	0.109	0.0709	0.0667	0.0814	0.0831	0.2105	0.1168	0.3003	0.2391	0.3271	0.2768	0.2652	0.2196	0.1431	0.1259	0.1826	0.2406	0.1946	0.2049
ENSG00000160188	RSPH1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	0	0.8044	NaN	NaN	0	NaN
ENSG00000160193	WDR4	0.0514	0.082	0.0673	0.0589	0.0673	0.0986	0.1748	0.1263	0.2823	0.2513	0.2457	0.2	0.1958	0.2582	0.1937	0.1288	0.1367	0.2325	0.0311	0.0625
ENSG00000233056	ERVH48-1	NaN	NaN	NaN	0	0	0	NaN	0	NaN	0	0	0	NaN	0.2496	NaN	NaN	0	0	0	0
ENSG00000160200	CBS	0.0508	0.0393	0.0402	0.0055	0.0548	0.0336	0.05	0.0518	0.1253	0.1555	0.2375	0.1602	0.2865	0.1263	0.1605	0.1027	0.0939	0.1591	0.0036	0.0664
ENSG00000286070		0.0403	0.0596	0.0812	0.0327	0.0548	0.0468	0.0682	0.0542	0.1675	0.1798	0.2105	0.1796	0.165	0.1607	0.1034	0.0507	0.0859	0.1261	0.0704	0.0486
ENSG00000100031	GGT1	0	0.0733	0.1449	0.0303	0.0585	0.0269	0.0312	0.0517	0.2297	0.1742	0.2585	0.214	0.2165	0.116	0.0662	0.0708	0.0929	0.1469	0.1332	0.0518
ENSG00000167037	SGSM1	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	0	NaN	0	0.4758
ENSG00000197077	KIAA1671	0.1096	0.1653	0.126	0.1048	0.0851	0.1228	0.1581	0.1726	0.4639	0.3561	0.4154	0.5178	0.4011	0.4411	0.3651	0.2253	0.1769	0.456	0.0277	0.0036
ENSG00000100053	CRYBB3	NaN	NaN	NaN	0.5216	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000100167	SEPTIN3	NaN	NaN	NaN	NaN	0	0.1667	NaN	NaN	NaN	NaN	1	0	1	NaN	NaN	NaN	NaN	NaN	1	0
ENSG00000183066	WBP2NL	0	0	0	NaN	NaN	0	NaN	NaN	0	1	1	1	1	NaN	0	0.1801	NaN	1	0	0
ENSG00000177096	PHETA2	0	NaN	NaN	NaN	1	1	0	NaN	1	0.9943	0.9758	0.9122	0.8336	0.693	0.9244	0.9912	0.9539	0.7191	0.4317	0.291
ENSG00000183172	SMDT1	0.033	0.0342	0.0133	0.056	0.0488	0.0456	0.0447	0.0448	0.1085	0.1093	0.1434	0.1086	0.1291	0.0681	0.0766	0.0196	0.054	0.0857	0.0427	0.0227
ENSG00000183569	SERHL2	0	0.2036	0	0	0	0.1806	0	0.1014	0.1193	0.1229	0.287	0.0295	0.1825	0.0431	0.2304	0	0.166	0.1324	0.0771	0.0891
ENSG00000100218	RSPH14	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	0	NaN	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN
ENSG00000128322	IGLL1	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0603	0.1283	0.0942	0.214	0.1349	0.1387	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000189269	DRICH1	NaN	NaN	NaN	0	NaN	NaN	0	0	NaN	NaN	NaN	0	NaN	NaN	1	NaN	NaN	0	0	0
ENSG00000187792	ZNF70	0.2537	0.5418	0.3982	0.4179	0.3713	0.545	0.5234	0.4796	0.8543	0.9043	0.9414	0.8527	0.9033	0.7625	0.7405	0.7452	0.4655	0.8253	0.452	0.3525
ENSG00000128218	VPREB3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	1	NaN	NaN	0	0	NaN
ENSG00000160256	SLX9	0.0718	0.0311	0.0306	0.0475	0.0606	0.0383	0.0558	0.0602	0.3382	0.364	0.36	0.281	0.2923	0.2404	0.166	0.094	0.1052	0.1369	0.0637	0.0476
ENSG00000025708	TYMP	0.0787	0.1587	0	0.068	0.0694	0.1197	0	0.0385	0.2593	0.2621	0.2992	0.4782	0.2887	0.2539	0.1311	0.2645	0	0.0321	0.0713	0.1809
ENSG00000177989	ODF3B	0	1	NaN	NaN	0	0.8707	NaN	NaN	0.3526	0.3183	0.4354	0.8639	0.3803	0	0	NaN	0	0.0961	0.0665	0
ENSG00000102024	PLS3	NaN	0	NaN	0	0	0	0	NaN	0	0	0.0397	0.0682	0.1206	0.0175	NaN	NaN	NaN	NaN	NaN	0
ENSG00000125962	ARMCX5	0.3926	0.2368	0.4214	0.23	0.0897	0.3333	0.345	0.068	0.4896	0.8148	0.808	0.8432	0.5284	0.478	0.3135	0.3955	0.5688	0.5186	0.1869	0.0748
ENSG00000198932	GPRASP1	0.5715	0	0.8613	0	1	0	0	0.4557	NaN	0.3423	0.7586	1	0.4376	0	0.0041	0.363	0.4674	0.6691	0.355	0.3102
ENSG00000158301	GPRASP2	0.5573	0	0	0.6711	0	0	0	0.1307	0.3089	0	0	1	0.223	0.4146	0.0606	0.2171	0.5	0	0	0
ENSG00000155008	APOOL	0.0816	0.0803	0.1041	0.0656	0.0726	0.0743	0.0441	0.0602	0.5266	0.5616	0.5314	0.5109	0.5732	0.4575	0.2039	0.1309	0.2171	0.2088	0.0216	0.0151
ENSG00000147180	ZNF711	0	0	0	0	0	0	0	0	0.6598	0.6772	0.6183	0.5966	0.7511	0.5529	0.0677	0	0	0	0	0
ENSG00000204086	RPA4	NaN	NaN	NaN	0	0	NaN	1	0	NaN	NaN	1	NaN	0.7408	NaN	0	0	NaN	NaN	0	NaN
ENSG00000000005	TNMD	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	0	0	0	NaN	NaN	0	0	NaN	0
ENSG00000102359	SRPX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101811	CSTF2	0.1087	0.0815	0.0744	0.0686	0.0347	0.0631	0.1035	0.0684	0.3004	0.3218	0.3056	0.3247	0.3767	0.2244	0.1991	0.0993	0.1043	0.1895	0.0324	0.0187
ENSG00000174225	ARL13A	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000126945	HNRNPH2	0.1412	0.1445	0.1853	0.2062	0.1079	0.1299	0.1328	0.1451	0.4497	0.5216	0.4513	0.4972	0.4294	0.3631	0.3897	0.3048	0.3911	0.4128	0.0861	0.0842
ENSG00000196440	ARMCX4	0	0	0	0	0	0	0.0433	0	0	0.5395	0	0	NaN	0	0.0318	0.1606	0	0.0347	0	0.0002
ENSG00000126947	ARMCX1	0.1131	0.0559	0.1163	0.1857	0.0762	0.0947	0.1281	0.1132	0.4155	0.5118	0.6176	0.2432	0.4974	0.2234	0.3235	0.1643	0.2105	0.3521	0.0924	0.1081
ENSG00000102401	ARMCX3	0.2037	0.2517	0.1394	0.1495	0.1912	0.1252	0.1865	0.1969	0.6043	0.6297	0.6077	0.6203	0.5706	0.5131	0.319	0.2381	0.2213	0.4178	0.102	0.1136
ENSG00000282815	TEX13C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN
ENSG00000122126	OCRL	0.1686	0.0766	0.0882	0.0975	0.0571	0.1262	0.0723	0.0608	0.4875	0.5239	0.6173	0.6153	0.4203	0.3683	0.3047	0.2725	0.3109	0.2413	0.0096	0.0284
ENSG00000122121	XPNPEP2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000122122	SASH3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7061	0.7674	0.7574	0.7689	0.8098	0.8345	NaN	NaN	NaN	0	0	0
ENSG00000185222	TCEAL9	NaN	NaN	NaN	NaN	0.5021	0	NaN	NaN	0.3646	0.3495	0.3189	0.3799	0.334	0.2177	0	1	NaN	NaN	NaN	0.6687
ENSG00000166681	BEX3	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.1164	0.1069	0.161	0.0504	0.1266	0.0073	0	NaN	NaN	NaN	NaN	NaN
ENSG00000133142	TCEAL4	0.2967	0	0.0368	0.5284	0.2068	0	0.1424	0	0.1141	0.1972	0.3165	0.1737	0.207	0.205	0	0.0199	0.032	0.1996	0.0197	0.0342
ENSG00000196507	TCEAL3	0	NaN	0.1794	0	0.16	0	0	NaN	0.4613	0.5256	0.3512	0.3928	0.3431	0.57	0	0.3291	0	0.1951	0.5709	0.05
ENSG00000172465	TCEAL1	0.1019	0	0.1038	0	0	0.1401	0.0492	0.1292	0.5213	0.6876	0.4118	0.3037	0.4898	0.6161	0.0275	0.0319	0.2651	0.3249	0.0921	0.2838
ENSG00000100129	EIF3L	0.0041	0.0053	0.0058	0.0055	0.0107	0.0081	0.0129	0.0128	0.0646	0.061	0.0708	0.0697	0.0667	0.0415	0.025	0.0134	0.0165	0.027	0.0176	0.0202
ENSG00000100139	MICALL1	0.287	0.3032	0.2379	0.248	0.188	0.3078	0.3817	0.2316	0.5164	0.5787	0.4711	0.5446	0.5048	0.3985	0.4276	0.3122	0.3411	0.4437	0.1488	0.1735
ENSG00000100142	POLR2F	0.0567	0.0499	0.0435	0.0299	0.0336	0.0386	0.037	0.068	0.2486	0.2373	0.1853	0.2081	0.2189	0.1546	0.0712	0.0584	0.0873	0.1136	0.0812	0.0531
ENSG00000100151	PICK1	0.2024	0.1858	0.2372	0.4327	0.1776	0.1275	0.1844	0.1914	0.5538	0.5741	0.5284	0.5881	0.5813	0.3197	0.3056	0.3287	0.2738	0.3657	0.1343	0.0925
ENSG00000185022	MAFF	0.4488	0.7764	0.4379	0.3873	0.5577	0.8307	0.5138	0.6104	0.5483	0.852	0.5454	0.7746	0.5021	0.4339	0.8257	0.796	0.4532	0.5252	0.401	0.4044
ENSG00000123575	FAM199X	0.1061	0.128	0.1835	0.1658	0.1289	0.1432	0.1649	0.1698	0.5704	0.5618	0.5087	0.5865	0.5501	0.399	0.2185	0.2617	0.4139	0.3731	0.0701	0.0967
ENSG00000124177	CHD6	0.5847	0.4124	0.4193	0.456	0.5377	0.3888	0.5622	0.4766	0.8641	0.8816	0.8976	0.7706	0.7522	0.7723	0.6918	0.6388	0.7269	0.6249	0.1998	0.1659
ENSG00000196090	PTPRT	NaN	NaN	NaN	NaN	0.6986	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000149596	JPH2	1	NaN	NaN	NaN	0.9754	1	NaN	NaN	NaN	0	1	1	NaN	NaN	NaN	NaN	NaN	0.4346	0.5696	0
ENSG00000132823	OSER1	0.2345	0.2485	0.3802	0.2345	0.4169	0.2701	0.4257	0.4088	0.8166	0.7171	0.8128	0.7253	0.6575	0.5653	0.5528	0.4243	0.5223	0.5664	0.2585	0.2587
ENSG00000080839	RBL1	0.1463	0.1985	0.2455	0.2447	0.1259	0.1753	0.1871	0.1846	0.7473	0.7272	0.7594	0.7152	0.6242	0.6127	0.4319	0.4796	0.3347	0.4422	0.1171	0.1149
ENSG00000101353	MROH8	0.4307	0.2398	0	0	0	0	0	0	0	0.1955	0.1285	0.2743	0.3682	0.0137	0.0478	0	0	0.0562	0	0
